system:index,class,strata,.geo
1_2_13,7,7,"{""type"":""Point"",""coordinates"":[177.6198838910189,-18.01522221846304]}"
1_2_14,7,7,"{""type"":""Point"",""coordinates"":[177.71213738221377,-18.00920191143858]}"
1_2_15,7,7,"{""type"":""Point"",""coordinates"":[177.66883727302866,-17.944521890030856]}"
1_2_16,7,7,"{""type"":""Point"",""coordinates"":[177.70189948482397,-17.924938949039]}"
1_2_17,7,7,"{""type"":""Point"",""coordinates"":[177.64845274333538,-17.851369315397978]}"
1_2_18,7,7,"{""type"":""Point"",""coordinates"":[177.70764630456472,-17.89979029495426]}"
1_2_19,7,7,"{""type"":""Point"",""coordinates"":[177.71402671398462,-17.8707736474861]}"
1_2_20,7,7,"{""type"":""Point"",""coordinates"":[177.8288320329683,-17.906790147817343]}"
1_2_21,7,7,"{""type"":""Point"",""coordinates"":[177.82109472422573,-17.897454713325928]}"
1_2_22,7,7,"{""type"":""Point"",""coordinates"":[177.88613968217498,-17.931408140886305]}"
1_2_23,7,7,"{""type"":""Point"",""coordinates"":[177.89836101682818,-17.926918379060993]}"
1_2_24,7,7,"{""type"":""Point"",""coordinates"":[177.9023184016266,-17.795943224053328]}"
1_2_25,7,7,"{""type"":""Point"",""coordinates"":[177.90689529006394,-17.76657171733595]}"
1_2_26,7,7,"{""type"":""Point"",""coordinates"":[177.88785237461568,-17.73826992362527]}"
1_2_27,7,7,"{""type"":""Point"",""coordinates"":[178.08260682106095,-17.862956767391495]}"
1_2_28,7,7,"{""type"":""Point"",""coordinates"":[178.20603741320474,-17.81759171070785]}"
1_2_29,7,7,"{""type"":""Point"",""coordinates"":[177.85343934177132,-17.655357037469102]}"
1_2_30,7,7,"{""type"":""Point"",""coordinates"":[177.83368056823178,-17.588966754247]}"
1_2_31,7,7,"{""type"":""Point"",""coordinates"":[177.9039329498596,-17.574502854348555]}"
1_2_32,7,7,"{""type"":""Point"",""coordinates"":[177.92486294913118,-17.536506761335115]}"
1_2_33,7,7,"{""type"":""Point"",""coordinates"":[177.94003610626146,-17.56480689812903]}"
1_2_34,7,7,"{""type"":""Point"",""coordinates"":[177.96430110156493,-17.650054528450237]}"
1_2_35,7,7,"{""type"":""Point"",""coordinates"":[178.2170879527248,-17.56598133351057]}"
1_2_36,7,7,"{""type"":""Point"",""coordinates"":[178.19606328117743,-17.381992605083507]}"
1_2_37,7,7,"{""type"":""Point"",""coordinates"":[178.2881385735759,-17.44640893810336]}"
1_2_38,7,7,"{""type"":""Point"",""coordinates"":[178.4168719429905,-17.562919067627337]}"
1_2_39,7,7,"{""type"":""Point"",""coordinates"":[179.24421190663247,-18.003277189808593]}"
1_2_40,7,7,"{""type"":""Point"",""coordinates"":[178.0419074187636,-19.09715149426997]}"
1_2_41,7,7,"{""type"":""Point"",""coordinates"":[179.3919854011831,-17.31202415086305]}"
1_2_42,7,7,"{""type"":""Point"",""coordinates"":[179.89235355639516,-16.4883525178815]}"
1_2_43,7,7,"{""type"":""Point"",""coordinates"":[179.9966396900561,-16.160838283182702]}"
1_2_44,7,7,"{""type"":""Point"",""coordinates"":[179.1378556811427,-16.649521826083465]}"
1_2_45,7,7,"{""type"":""Point"",""coordinates"":[179.23837746500715,-16.468591657370858]}"
1_2_46,7,7,"{""type"":""Point"",""coordinates"":[179.19103487851294,-16.520602801277104]}"
1_2_47,7,7,"{""type"":""Point"",""coordinates"":[178.92108905746295,-16.624291520350518]}"
1_2_48,7,7,"{""type"":""Point"",""coordinates"":[178.89837061468756,-16.603788064282828]}"
1_2_49,7,7,"{""type"":""Point"",""coordinates"":[178.62339695121648,-16.65301184185115]}"
1_2_50,7,7,"{""type"":""Point"",""coordinates"":[179.06868515185386,-16.461035525603595]}"
1_2_51,7,7,"{""type"":""Point"",""coordinates"":[179.07164895603728,-16.42259977198362]}"
1_2_52,7,7,"{""type"":""Point"",""coordinates"":[179.07137024526685,-16.417034900545648]}"
1_2_53,7,7,"{""type"":""Point"",""coordinates"":[178.17593953772712,-17.51018348898083]}"
1_2_54,7,7,"{""type"":""Point"",""coordinates"":[178.4867567098396,-17.647981878225167]}"
2_0,8,7,"{""type"":""Point"",""coordinates"":[177.84572540242252,-17.944424589140777]}"
2_1,8,7,"{""type"":""Point"",""coordinates"":[178.005443165928,-17.78606086687525]}"
2_2,8,7,"{""type"":""Point"",""coordinates"":[178.00751524204736,-17.85073544408462]}"
2_3,8,7,"{""type"":""Point"",""coordinates"":[178.0330257773537,-17.83735651606875]}"
2_4,8,7,"{""type"":""Point"",""coordinates"":[178.07047879034792,-17.762702134080396]}"
2_5,8,7,"{""type"":""Point"",""coordinates"":[177.98809994268686,-17.58672974411511]}"
2_6,8,7,"{""type"":""Point"",""coordinates"":[178.05790348783597,-18.204584966909994]}"
2_7,8,7,"{""type"":""Point"",""coordinates"":[178.54569507526284,-17.680238178601897]}"
2_8,8,7,"{""type"":""Point"",""coordinates"":[-178.81122934834815,-18.201531583794306]}"
2_9,8,7,"{""type"":""Point"",""coordinates"":[-178.78885679908532,-18.20808947960178]}"
2_10,8,7,"{""type"":""Point"",""coordinates"":[-179.89854976384308,-16.773593975722907]}"
2_11,8,7,"{""type"":""Point"",""coordinates"":[-179.92117631084608,-16.77629037725985]}"
2_12,8,7,"{""type"":""Point"",""coordinates"":[179.74126368780423,-16.344428494292725]}"
2_13,8,7,"{""type"":""Point"",""coordinates"":[179.44758897401647,-16.59678411196582]}"
2_14,8,7,"{""type"":""Point"",""coordinates"":[179.41722912634833,-16.768444619485063]}"
2_15,8,7,"{""type"":""Point"",""coordinates"":[179.14999591086678,-16.647503931770572]}"
2_16,8,7,"{""type"":""Point"",""coordinates"":[178.85191683343442,-16.69910636727667]}"
2_17,8,7,"{""type"":""Point"",""coordinates"":[178.7750309642859,-16.70313992839658]}"
2_18,8,7,"{""type"":""Point"",""coordinates"":[178.52710106527604,-16.813811680062575]}"
2_19,8,7,"{""type"":""Point"",""coordinates"":[178.6883376000461,-16.775905305150243]}"
2_20,8,7,"{""type"":""Point"",""coordinates"":[178.7076523622212,-16.76144267339788]}"
2_21,8,7,"{""type"":""Point"",""coordinates"":[178.59815376622726,-16.584119481176028]}"
2_22,8,7,"{""type"":""Point"",""coordinates"":[178.07632151661835,-17.624272469317194]}"
2_23,8,7,"{""type"":""Point"",""coordinates"":[-179.92306321960703,-16.75695192402456]}"
