system:index,class,strata,.geo
2_10,8,8,"{""type"":""Point"",""coordinates"":[-179.97597598726176,-16.852815330899855]}"
2_11,8,8,"{""type"":""Point"",""coordinates"":[-179.9140607370498,-16.787946323525663]}"
2_12,8,8,"{""type"":""Point"",""coordinates"":[-179.96350253535988,-16.46141542838736]}"
2_13,8,8,"{""type"":""Point"",""coordinates"":[179.84731361296315,-16.709896591442973]}"
2_14,8,8,"{""type"":""Point"",""coordinates"":[179.79875399787193,-16.68957381027937]}"
2_15,8,8,"{""type"":""Point"",""coordinates"":[179.75403462122654,-16.594263567522933]}"
2_16,8,8,"{""type"":""Point"",""coordinates"":[179.76351692523485,-16.710507157941674]}"
2_17,8,8,"{""type"":""Point"",""coordinates"":[179.4061877343836,-16.768889660286533]}"
2_18,8,8,"{""type"":""Point"",""coordinates"":[179.42334400542666,-16.669526470138333]}"
2_19,8,8,"{""type"":""Point"",""coordinates"":[179.36584939766067,-16.67735962368935]}"
2_20,8,8,"{""type"":""Point"",""coordinates"":[179.2231109500567,-16.662898559873515]}"
2_21,8,8,"{""type"":""Point"",""coordinates"":[179.26173371396587,-16.602630580926483]}"
2_22,8,8,"{""type"":""Point"",""coordinates"":[179.14052990568382,-16.667432367686985]}"
2_23,8,8,"{""type"":""Point"",""coordinates"":[179.9409520090681,-16.199818286515324]}"
2_24,8,8,"{""type"":""Point"",""coordinates"":[179.77160360569076,-16.290612101945992]}"
2_25,8,8,"{""type"":""Point"",""coordinates"":[179.62711821268203,-16.2475237076418]}"
2_26,8,8,"{""type"":""Point"",""coordinates"":[179.6405755962865,-16.257218001801835]}"
2_27,8,8,"{""type"":""Point"",""coordinates"":[179.7014157693567,-16.28348201970169]}"
2_28,8,8,"{""type"":""Point"",""coordinates"":[179.7180003898821,-16.298905163975736]}"
2_29,8,8,"{""type"":""Point"",""coordinates"":[179.74544175922117,-16.348737827157176]}"
2_30,8,8,"{""type"":""Point"",""coordinates"":[179.6428112103673,-16.419553088316356]}"
2_31,8,8,"{""type"":""Point"",""coordinates"":[179.73595956187302,-16.421696358130667]}"
2_32,8,8,"{""type"":""Point"",""coordinates"":[179.5178191562187,-16.463915370485314]}"
2_33,8,8,"{""type"":""Point"",""coordinates"":[178.9575060323474,-16.543940683234272]}"
2_34,8,8,"{""type"":""Point"",""coordinates"":[178.9687730026177,-16.608082488555127]}"
2_35,8,8,"{""type"":""Point"",""coordinates"":[178.9159851201906,-16.6469717656159]}"
2_36,8,8,"{""type"":""Point"",""coordinates"":[178.87050335387448,-16.66246039412255]}"
2_37,8,8,"{""type"":""Point"",""coordinates"":[178.9325841127354,-16.71763907810092]}"
2_38,8,8,"{""type"":""Point"",""coordinates"":[178.99917012503033,-16.7250693334784]}"
2_39,8,8,"{""type"":""Point"",""coordinates"":[179.01999453368956,-16.713462739738034]}"
2_40,8,8,"{""type"":""Point"",""coordinates"":[179.05429420164378,-16.76326481057649]}"
2_41,8,8,"{""type"":""Point"",""coordinates"":[178.98745075511704,-16.804820840182817]}"
2_42,8,8,"{""type"":""Point"",""coordinates"":[178.8149772913681,-16.82078121824597]}"
2_43,8,8,"{""type"":""Point"",""coordinates"":[178.77580394302106,-16.73967796333131]}"
2_44,8,8,"{""type"":""Point"",""coordinates"":[178.72689753719362,-16.778604484037754]}"
2_45,8,8,"{""type"":""Point"",""coordinates"":[178.76673182020727,-16.886348659485936]}"
2_46,8,8,"{""type"":""Point"",""coordinates"":[178.7709776666333,-16.91882159213998]}"
2_47,8,8,"{""type"":""Point"",""coordinates"":[177.4710363185053,-16.852075353888964]}"
2_48,8,8,"{""type"":""Point"",""coordinates"":[178.95262585757274,-17.418291753780977]}"
2_49,8,8,"{""type"":""Point"",""coordinates"":[178.81293413543037,-17.65204576317689]}"
2_50,8,8,"{""type"":""Point"",""coordinates"":[177.3287424091518,-18.04747264303114]}"
2_51,8,8,"{""type"":""Point"",""coordinates"":[177.41685554013816,-18.00157765980901]}"
2_52,8,8,"{""type"":""Point"",""coordinates"":[177.4500170335183,-18.034373631070952]}"
2_53,8,8,"{""type"":""Point"",""coordinates"":[177.38982915438788,-18.115293273227262]}"
2_54,8,8,"{""type"":""Point"",""coordinates"":[177.5405609785753,-17.77258616307851]}"
2_55,8,8,"{""type"":""Point"",""coordinates"":[177.62190652932838,-17.852682238874582]}"
2_56,8,8,"{""type"":""Point"",""coordinates"":[177.66551830714752,-17.880289499379543]}"
2_57,8,8,"{""type"":""Point"",""coordinates"":[177.7831698528771,-17.876309894519036]}"
2_58,8,8,"{""type"":""Point"",""coordinates"":[177.79317132333938,-17.93859676030793]}"
2_59,8,8,"{""type"":""Point"",""coordinates"":[177.66201771356236,-18.10254149283559]}"
2_60,8,8,"{""type"":""Point"",""coordinates"":[177.69849119880087,-18.177550616104774]}"
2_61,8,8,"{""type"":""Point"",""coordinates"":[177.81643850666103,-18.164702176076375]}"
2_62,8,8,"{""type"":""Point"",""coordinates"":[177.7913432241212,-18.042700413408483]}"
2_63,8,8,"{""type"":""Point"",""coordinates"":[177.8336811888759,-18.137754395555145]}"
2_64,8,8,"{""type"":""Point"",""coordinates"":[177.91910437149969,-18.121691299830754]}"
2_65,8,8,"{""type"":""Point"",""coordinates"":[178.02852418310988,-18.252372744825234]}"
2_66,8,8,"{""type"":""Point"",""coordinates"":[178.0358869925567,-18.198656236477895]}"
2_67,8,8,"{""type"":""Point"",""coordinates"":[177.91130145591455,-18.044054383839605]}"
2_68,8,8,"{""type"":""Point"",""coordinates"":[177.97796796764317,-18.02834925910484]}"
2_69,8,8,"{""type"":""Point"",""coordinates"":[177.93961848007268,-17.994438548473195]}"
2_70,8,8,"{""type"":""Point"",""coordinates"":[177.98270548568792,-17.973212845506715]}"
2_71,8,8,"{""type"":""Point"",""coordinates"":[177.9224342492913,-17.84804339425738]}"
2_72,8,8,"{""type"":""Point"",""coordinates"":[177.92423346655255,-17.750212064286522]}"
2_73,8,8,"{""type"":""Point"",""coordinates"":[177.84535826645111,-17.636585167794035]}"
2_74,8,8,"{""type"":""Point"",""coordinates"":[177.8064663844247,-17.55043243720063]}"
2_75,8,8,"{""type"":""Point"",""coordinates"":[177.81114456679973,-17.46123485898332]}"
2_76,8,8,"{""type"":""Point"",""coordinates"":[177.96821895402644,-17.76205935605955]}"
2_77,8,8,"{""type"":""Point"",""coordinates"":[177.97912773914982,-17.76217245006606]}"
2_78,8,8,"{""type"":""Point"",""coordinates"":[177.9731037626966,-17.6822158736275]}"
2_79,8,8,"{""type"":""Point"",""coordinates"":[177.99465208679106,-17.657976131723892]}"
2_80,8,8,"{""type"":""Point"",""coordinates"":[178.0061967693582,-17.663832660949755]}"
2_81,8,8,"{""type"":""Point"",""coordinates"":[178.0143181646611,-17.65694763250192]}"
2_82,8,8,"{""type"":""Point"",""coordinates"":[178.00201597999404,-17.620049079973153]}"
2_83,8,8,"{""type"":""Point"",""coordinates"":[178.02628823600435,-17.60127736202988]}"
2_84,8,8,"{""type"":""Point"",""coordinates"":[178.08119591012763,-17.48296572942333]}"
2_85,8,8,"{""type"":""Point"",""coordinates"":[178.05269719457397,-17.596874208498278]}"
2_86,8,8,"{""type"":""Point"",""coordinates"":[178.08844201420607,-17.54379746298851]}"
2_87,8,8,"{""type"":""Point"",""coordinates"":[178.14575430197198,-17.440301326587488]}"
2_88,8,8,"{""type"":""Point"",""coordinates"":[178.14710991858047,-17.58286147917187]}"
2_89,8,8,"{""type"":""Point"",""coordinates"":[178.08360724750145,-17.694524511143122]}"
2_90,8,8,"{""type"":""Point"",""coordinates"":[178.08997747879323,-17.94478863340873]}"
2_91,8,8,"{""type"":""Point"",""coordinates"":[178.1893368987831,-17.886031879580553]}"
2_92,8,8,"{""type"":""Point"",""coordinates"":[178.19219898782765,-17.835285980363786]}"
2_93,8,8,"{""type"":""Point"",""coordinates"":[178.26452059169856,-17.5053323769545]}"
2_94,8,8,"{""type"":""Point"",""coordinates"":[178.29820679996112,-17.51090254427604]}"
2_95,8,8,"{""type"":""Point"",""coordinates"":[178.2085503763443,-17.708356829449126]}"
2_96,8,8,"{""type"":""Point"",""coordinates"":[178.23981596835387,-17.634065401509446]}"
2_97,8,8,"{""type"":""Point"",""coordinates"":[178.2862986881899,-17.720521147432837]}"
2_98,8,8,"{""type"":""Point"",""coordinates"":[178.32550644084273,-17.681406025002666]}"
2_99,8,8,"{""type"":""Point"",""coordinates"":[178.42297556140082,-17.567598157715878]}"
2_100,8,8,"{""type"":""Point"",""coordinates"":[178.44809053834376,-17.59648356628458]}"
2_101,8,8,"{""type"":""Point"",""coordinates"":[178.43863432315925,-17.65696115320453]}"
2_102,8,8,"{""type"":""Point"",""coordinates"":[178.5284059468678,-17.681311859331]}"
2_103,8,8,"{""type"":""Point"",""coordinates"":[178.46097356930034,-17.663172160346665]}"
2_104,8,8,"{""type"":""Point"",""coordinates"":[178.3735680019529,-17.725072570211047]}"
2_105,8,8,"{""type"":""Point"",""coordinates"":[178.34339311240842,-17.801679262661693]}"
2_106,8,8,"{""type"":""Point"",""coordinates"":[178.3141943412905,-17.83609620568775]}"
2_107,8,8,"{""type"":""Point"",""coordinates"":[178.267470515044,-18.17665670432919]}"
2_108,8,8,"{""type"":""Point"",""coordinates"":[178.09445464659063,-18.16839603587285]}"
2_109,8,8,"{""type"":""Point"",""coordinates"":[178.1989178969331,-18.044418137071478]}"
2_110,8,8,"{""type"":""Point"",""coordinates"":[178.52117272964153,-17.774577003259342]}"
2_111,8,8,"{""type"":""Point"",""coordinates"":[178.46352767786163,-17.805624975825456]}"
2_112,8,8,"{""type"":""Point"",""coordinates"":[178.416421435904,-17.743753648931165]}"
2_113,8,8,"{""type"":""Point"",""coordinates"":[178.51973969225799,-17.82100118613249]}"
2_114,8,8,"{""type"":""Point"",""coordinates"":[178.48513830869376,-17.842392613075507]}"
2_115,8,8,"{""type"":""Point"",""coordinates"":[178.46924244852175,-17.90131454978413]}"
2_116,8,8,"{""type"":""Point"",""coordinates"":[178.36469519549007,-17.952542596442044]}"
2_117,8,8,"{""type"":""Point"",""coordinates"":[178.3616131680006,-17.998787020093843]}"
2_118,8,8,"{""type"":""Point"",""coordinates"":[178.59015196527196,-18.01442924820879]}"
