system:index,class,strata,.geo
1_1_1_1_2_20,4,4,"{""type"":""Point"",""coordinates"":[177.35865950249786,-18.125983379852453]}"
1_1_1_1_2_21,4,4,"{""type"":""Point"",""coordinates"":[177.42413530381612,-17.808064631642043]}"
1_1_1_1_2_22,4,4,"{""type"":""Point"",""coordinates"":[177.55735863640325,-17.99860235696377]}"
1_1_1_1_2_23,4,4,"{""type"":""Point"",""coordinates"":[177.57174214381484,-17.99150408173848]}"
1_1_1_1_2_24,4,4,"{""type"":""Point"",""coordinates"":[178.00563032985093,-18.0847473441374]}"
1_1_1_1_2_25,4,4,"{""type"":""Point"",""coordinates"":[178.09374486479908,-18.24221128247519]}"
1_1_1_1_2_26,4,4,"{""type"":""Point"",""coordinates"":[178.11287547225027,-18.23548509210116]}"
1_1_1_1_2_27,4,4,"{""type"":""Point"",""coordinates"":[178.15825006071952,-18.240609800268654]}"
1_1_1_1_2_28,4,4,"{""type"":""Point"",""coordinates"":[178.2427770338993,-18.17413595938136]}"
1_1_1_1_2_29,4,4,"{""type"":""Point"",""coordinates"":[178.40806554512693,-17.942100037305973]}"
1_1_1_1_2_30,4,4,"{""type"":""Point"",""coordinates"":[178.59473240359853,-18.065340612885056]}"
1_1_1_1_2_31,4,4,"{""type"":""Point"",""coordinates"":[178.58323814994299,-18.07333515086262]}"
1_1_1_1_2_32,4,4,"{""type"":""Point"",""coordinates"":[178.5739866717969,-18.06148587973459]}"
1_1_1_1_2_33,4,4,"{""type"":""Point"",""coordinates"":[178.58719150576576,-18.060135420074925]}"
1_1_1_1_2_34,4,4,"{""type"":""Point"",""coordinates"":[178.57739521495301,-18.00506995725497]}"
1_1_1_1_2_35,4,4,"{""type"":""Point"",""coordinates"":[178.55799320443327,-17.91819466473874]}"
1_1_1_1_2_36,4,4,"{""type"":""Point"",""coordinates"":[178.55179275551032,-17.823514287667344]}"
1_1_1_1_2_37,4,4,"{""type"":""Point"",""coordinates"":[178.38865645865502,-17.73260770946572]}"
1_1_1_1_2_38,4,4,"{""type"":""Point"",""coordinates"":[178.30116011820496,-17.662902042794485]}"
1_1_1_1_2_39,4,4,"{""type"":""Point"",""coordinates"":[178.52053222507243,-17.62175219498069]}"
1_1_1_1_2_40,4,4,"{""type"":""Point"",""coordinates"":[178.19085188695408,-17.503983230191974]}"
1_1_1_1_2_41,4,4,"{""type"":""Point"",""coordinates"":[177.85838808303595,-17.49688768630299]}"
1_1_1_1_2_42,4,4,"{""type"":""Point"",""coordinates"":[177.78993193591378,-17.43778319900626]}"
1_1_1_1_2_43,4,4,"{""type"":""Point"",""coordinates"":[177.94031207714795,-17.43293470953167]}"
1_1_1_2_0,5,4,"{""type"":""Point"",""coordinates"":[179.1257272184348,-16.523117642317953]}"
1_1_1_2_1,5,4,"{""type"":""Point"",""coordinates"":[178.11242889791157,-18.25210491090146]}"
1_1_1_2_2,5,4,"{""type"":""Point"",""coordinates"":[178.53113261663282,-18.01351259692142]}"
1_1_1_2_3,5,4,"{""type"":""Point"",""coordinates"":[178.28248573239222,-17.80150389574847]}"
1_1_2_0,6,4,"{""type"":""Point"",""coordinates"":[177.4286407438833,-17.806356761230443]}"
1_1_2_1,6,4,"{""type"":""Point"",""coordinates"":[177.88560590710222,-18.24895995614533]}"
1_1_2_2,6,4,"{""type"":""Point"",""coordinates"":[178.53544994325733,-18.02797971544605]}"
1_1_2_3,6,4,"{""type"":""Point"",""coordinates"":[178.5511735303321,-18.040101800276837]}"
1_1_2_4,6,4,"{""type"":""Point"",""coordinates"":[178.56661725870697,-18.032104562542106]}"
1_1_2_5,6,4,"{""type"":""Point"",""coordinates"":[178.56993852085105,-18.045490518724897]}"
1_1_2_6,6,4,"{""type"":""Point"",""coordinates"":[178.2641568296273,-17.794409568263973]}"
1_1_2_7,6,4,"{""type"":""Point"",""coordinates"":[177.85362451255605,-17.440657679049846]}"
1_1_2_8,6,4,"{""type"":""Point"",""coordinates"":[-179.85974528058256,-16.813183602306935]}"
1_2_0,7,4,"{""type"":""Point"",""coordinates"":[-179.9484990001292,-16.748782555676993]}"
1_2_1,7,4,"{""type"":""Point"",""coordinates"":[178.43599886418224,-18.984316514226084]}"
1_2_2,7,4,"{""type"":""Point"",""coordinates"":[177.3369182785945,-18.043067375902556]}"
1_2_3,7,4,"{""type"":""Point"",""coordinates"":[178.52323228332375,-17.98836245436095]}"
1_2_4,7,4,"{""type"":""Point"",""coordinates"":[178.5252079671202,-18.017374698510597]}"
2_0,8,4,"{""type"":""Point"",""coordinates"":[178.66812399326375,-16.828093227553897]}"
2_1,8,4,"{""type"":""Point"",""coordinates"":[178.1051547060601,-19.07774088493788]}"
2_2,8,4,"{""type"":""Point"",""coordinates"":[177.42108779470612,-18.120409145232035]}"
2_3,8,4,"{""type"":""Point"",""coordinates"":[177.44291675915673,-17.810141103013244]}"
2_4,8,4,"{""type"":""Point"",""coordinates"":[177.69031508786367,-17.948296829347413]}"
2_5,8,4,"{""type"":""Point"",""coordinates"":[178.22113260481854,-17.820198247681805]}"
2_6,8,4,"{""type"":""Point"",""coordinates"":[178.15115475467985,-17.547646314095953]}"
2_7,8,4,"{""type"":""Point"",""coordinates"":[177.85649733655146,-17.509196160439043]}"
