system:index,class,strata,.geo
1_1_1_1_1_1_1_42,1,1,"{""type"":""Point"",""coordinates"":[179.36207916678825,-18.101638511806954]}"
1_1_1_1_1_1_1_43,1,1,"{""type"":""Point"",""coordinates"":[178.12095570932536,-19.05205146610069]}"
1_1_1_1_1_1_1_44,1,1,"{""type"":""Point"",""coordinates"":[178.25211123020563,-18.96092785694002]}"
1_1_1_1_1_1_1_45,1,1,"{""type"":""Point"",""coordinates"":[178.29971661199727,-18.951698808353484]}"
1_1_1_1_1_1_1_46,1,1,"{""type"":""Point"",""coordinates"":[178.44855318702741,-18.957121292953303]}"
1_1_1_1_1_1_1_47,1,1,"{""type"":""Point"",""coordinates"":[-178.90483104770829,-18.86791965675968]}"
1_1_1_1_1_1_1_48,1,1,"{""type"":""Point"",""coordinates"":[-178.42082461523705,-19.158973322877454]}"
1_1_1_1_1_1_1_49,1,1,"{""type"":""Point"",""coordinates"":[-178.96429918068188,-17.221557682205425]}"
1_1_1_1_1_1_1_50,1,1,"{""type"":""Point"",""coordinates"":[179.36956177440481,-17.39973050088186]}"
1_1_1_1_1_1_1_51,1,1,"{""type"":""Point"",""coordinates"":[179.38578585475284,-17.248050210952528]}"
1_1_1_1_1_1_1_52,1,1,"{""type"":""Point"",""coordinates"":[-179.90744784259988,-16.87822892635137]}"
1_1_1_1_1_1_1_53,1,1,"{""type"":""Point"",""coordinates"":[-179.90124954455112,-16.873457672268422]}"
1_1_1_1_1_1_1_54,1,1,"{""type"":""Point"",""coordinates"":[-179.87977637142328,-16.874897481999863]}"
1_1_1_1_1_1_1_55,1,1,"{""type"":""Point"",""coordinates"":[-179.78666965085796,-16.799504520979102]}"
1_1_1_1_1_1_1_56,1,1,"{""type"":""Point"",""coordinates"":[-179.79752708910618,-16.780103158427814]}"
1_1_1_1_1_1_1_57,1,1,"{""type"":""Point"",""coordinates"":[-179.9655253592543,-16.45549792636642]}"
1_1_1_1_1_1_1_58,1,1,"{""type"":""Point"",""coordinates"":[179.97920004209504,-16.539030418923478]}"
1_1_1_1_1_1_1_59,1,1,"{""type"":""Point"",""coordinates"":[179.99477497187806,-16.170906100398398]}"
1_1_1_1_1_1_1_60,1,1,"{""type"":""Point"",""coordinates"":[179.67717654777164,-16.21624228765159]}"
1_1_1_1_1_1_1_61,1,1,"{""type"":""Point"",""coordinates"":[179.61826802404835,-16.531467815478763]}"
1_1_1_1_1_1_1_62,1,1,"{""type"":""Point"",""coordinates"":[179.56825317431787,-16.583330052086136]}"
1_1_1_1_1_1_1_63,1,1,"{""type"":""Point"",""coordinates"":[179.1380489648226,-16.43812951997881]}"
1_1_1_1_1_1_1_64,1,1,"{""type"":""Point"",""coordinates"":[179.0622158797143,-16.43778248025188]}"
1_1_1_1_1_1_1_65,1,1,"{""type"":""Point"",""coordinates"":[178.96294888125954,-16.47406436440498]}"
1_1_1_1_1_1_1_66,1,1,"{""type"":""Point"",""coordinates"":[178.88111968278423,-16.565772126398038]}"
1_1_1_1_1_1_1_67,1,1,"{""type"":""Point"",""coordinates"":[178.88245005845562,-16.564826040692907]}"
1_1_1_1_1_1_1_68,1,1,"{""type"":""Point"",""coordinates"":[179.49278568893203,-16.690925200388214]}"
1_1_1_1_1_1_1_69,1,1,"{""type"":""Point"",""coordinates"":[179.69382191854868,-16.741497034841355]}"
1_1_1_1_1_1_1_70,1,1,"{""type"":""Point"",""coordinates"":[179.47448720559467,-16.7711204446354]}"
1_1_1_1_1_1_1_71,1,1,"{""type"":""Point"",""coordinates"":[179.26577677350423,-16.699374410781086]}"
1_1_1_1_1_1_1_72,1,1,"{""type"":""Point"",""coordinates"":[179.1700206475041,-16.690382744590554]}"
1_1_1_1_1_1_1_73,1,1,"{""type"":""Point"",""coordinates"":[179.09492146014588,-16.76288537990486]}"
1_1_1_1_1_1_1_74,1,1,"{""type"":""Point"",""coordinates"":[178.8052120443573,-16.95467033914693]}"
1_1_1_1_1_1_1_75,1,1,"{""type"":""Point"",""coordinates"":[178.77332480821292,-16.963741885057768]}"
1_1_1_1_1_1_1_76,1,1,"{""type"":""Point"",""coordinates"":[178.61890263172063,-16.80869717651998]}"
1_1_1_1_1_1_1_77,1,1,"{""type"":""Point"",""coordinates"":[178.48810686257565,-16.789099411380334]}"
1_1_1_1_1_1_1_78,1,1,"{""type"":""Point"",""coordinates"":[178.4889160490044,-16.78569225664142]}"
1_1_1_1_1_1_1_79,1,1,"{""type"":""Point"",""coordinates"":[178.70953868816622,-16.679327210072294]}"
1_1_1_1_1_1_1_80,1,1,"{""type"":""Point"",""coordinates"":[179.858753245299,-16.508651903080974]}"
1_1_1_1_1_1_1_81,1,1,"{""type"":""Point"",""coordinates"":[179.86312103256205,-16.673630026077312]}"
1_1_1_1_1_1_1_82,1,1,"{""type"":""Point"",""coordinates"":[179.83216722599946,-16.65237924762524]}"
1_1_1_1_1_1_1_83,1,1,"{""type"":""Point"",""coordinates"":[-179.9137399344921,-15.733231299732195]}"
1_1_1_1_1_1_2_0,2,1,"{""type"":""Point"",""coordinates"":[177.31642819788652,-18.068307317944956]}"
1_1_1_1_1_1_2_1,2,1,"{""type"":""Point"",""coordinates"":[177.97677661956095,-18.25470039433719]}"
1_1_1_1_1_1_2_2,2,1,"{""type"":""Point"",""coordinates"":[179.24664506552708,-16.409845803567517]}"
1_1_1_1_1_1_2_3,2,1,"{""type"":""Point"",""coordinates"":[178.96933530012166,-16.472189772461793]}"
1_1_1_1_1_1_2_4,2,1,"{""type"":""Point"",""coordinates"":[178.80250784137274,-16.949549188460125]}"
1_1_1_1_1_1_2_5,2,1,"{""type"":""Point"",""coordinates"":[178.49708781980166,-16.726587016925592]}"
1_1_1_1_1_2_0,3,1,"{""type"":""Point"",""coordinates"":[177.49295154526123,-17.820194829372788]}"
1_1_1_1_1_2_1,3,1,"{""type"":""Point"",""coordinates"":[178.8323431187696,-17.717071833789365]}"
1_1_1_1_1_2_2,3,1,"{""type"":""Point"",""coordinates"":[179.70011627881013,-16.73448787439646]}"
1_1_2_0,6,1,"{""type"":""Point"",""coordinates"":[178.02600934504255,-17.730904521775035]}"
1_2_0,7,1,"{""type"":""Point"",""coordinates"":[178.7973964257161,-16.697761795574756]}"
2_0,8,1,"{""type"":""Point"",""coordinates"":[177.79209257261186,-17.940931041746072]}"
2_1,8,1,"{""type"":""Point"",""coordinates"":[177.9617789699389,-18.039653273293652]}"
2_2,8,1,"{""type"":""Point"",""coordinates"":[178.0480246603645,-17.752460862132185]}"
2_3,8,1,"{""type"":""Point"",""coordinates"":[178.0499962261913,-19.15778564050873]}"
2_4,8,1,"{""type"":""Point"",""coordinates"":[178.99178966439212,-16.574140882398023]}"
